"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"1254",73,2013,86.535,"2 - 2015",18.463,"Caracas","Ingeniería Eléctrica"
"1255",74,2015,86.515,"2 - 2015",17.317,"Caracas","Ingeniería Eléctrica"
"1256",75,2015,86.513,"2 - 2015",17.951,"Caracas","Ingeniería Eléctrica"
"1257",76,2014,86.498,"2 - 2015",16.195,"Caracas","Ingeniería Eléctrica"
"1258",77,1999,86.484,"2 - 2015",16.25,"Caracas","Ingeniería Eléctrica"
"1259",78,2015,86.419,"2 - 2015",15.439,"Caracas","Ingeniería Eléctrica"
"1260",79,2015,86.417,"2 - 2015",19.293,"Caracas","Ingeniería Eléctrica"
"1261",80,2015,86.396,"2 - 2015",18.244,"Caracas","Ingeniería Eléctrica"
"1262",81,2015,86.313,"2 - 2015",17.571,"Caracas","Ingeniería Eléctrica"
"1263",82,2015,86.209,"2 - 2015",19.488,"Caracas","Ingeniería Eléctrica"
"1264",83,2015,86.204,"2 - 2015",15.659,"Caracas","Ingeniería Eléctrica"
"1265",84,2013,86.087,"2 - 2015",17.024,"Caracas","Ingeniería Eléctrica"
"1266",85,2015,86.064,"2 - 2015",17.707,"Caracas","Ingeniería Eléctrica"
"1267",86,2015,86.056,"2 - 2015",17.759,"Caracas","Ingeniería Eléctrica"
"1268",87,2015,86.055,"2 - 2015",18,"Caracas","Ingeniería Eléctrica"
"1269",88,2015,85.98,"2 - 2015",16.171,"Caracas","Ingeniería Eléctrica"
"1270",1,2014,95.15,"2 - 2015",17.931,"Caracas","Ingeniería Mecánica"
"1271",2,2015,94.126,"2 - 2015",16.5,"Caracas","Ingeniería Mecánica"
"1272",3,2015,93.98,"2 - 2015",17,"Caracas","Ingeniería Mecánica"
"1273",4,2015,93.501,"2 - 2015",18.39,"Caracas","Ingeniería Mecánica"
"1274",5,2015,92.701,"2 - 2015",17.325,"Caracas","Ingeniería Mecánica"
"1275",6,2015,92.377,"2 - 2015",16.22,"Caracas","Ingeniería Mecánica"
"1276",7,2015,92.22,"2 - 2015",15.951,"Caracas","Ingeniería Mecánica"
"1277",8,2015,91.091,"2 - 2015",16.902,"Caracas","Ingeniería Mecánica"
"1278",9,2015,91.047,"2 - 2015",17.78,"Caracas","Ingeniería Mecánica"
"1279",10,2015,91.008,"2 - 2015",16.195,"Caracas","Ingeniería Mecánica"
"1280",11,2015,90.961,"2 - 2015",15.659,"Caracas","Ingeniería Mecánica"
"1281",12,2015,90.917,"2 - 2015",17.878,"Caracas","Ingeniería Mecánica"
"1282",13,2015,90.835,"2 - 2015",16.927,"Caracas","Ingeniería Mecánica"
"1283",14,2012,90.683,"2 - 2015",15.927,"Caracas","Ingeniería Mecánica"
"1284",15,2011,90.533,"2 - 2015",16.5,"Caracas","Ingeniería Mecánica"
"1285",16,2015,90.377,"2 - 2015",16.659,"Caracas","Ingeniería Mecánica"
"1286",17,2015,90.357,"2 - 2015",16.634,"Caracas","Ingeniería Mecánica"
"1287",18,2014,90.314,"2 - 2015",15.854,"Caracas","Ingeniería Mecánica"
"1288",19,2015,90.237,"2 - 2015",16.537,"Caracas","Ingeniería Mecánica"
"1289",20,2006,89.997,"2 - 2015",16.439,"Caracas","Ingeniería Mecánica"
"1290",21,2015,89.599,"2 - 2015",17.268,"Caracas","Ingeniería Mecánica"
"1291",22,2014,89.594,"2 - 2015",17.488,"Caracas","Ingeniería Mecánica"
"1292",23,2015,89.546,"2 - 2015",15.146,"Caracas","Ingeniería Mecánica"
"1293",24,2015,89.44,"2 - 2015",18.366,"Caracas","Ingeniería Mecánica"
"1294",25,2015,89.41,"2 - 2015",16.756,"Caracas","Ingeniería Mecánica"
"1295",26,2015,88.993,"2 - 2015",17.683,"Caracas","Ingeniería Mecánica"
"1296",27,2015,88.976,"2 - 2015",19.659,"Caracas","Ingeniería Mecánica"
"1297",28,2013,88.89,"2 - 2015",15.724,"Caracas","Ingeniería Mecánica"
"1298",29,2014,88.739,"2 - 2015",15.286,"Caracas","Ingeniería Mecánica"
"1299",30,2015,88.718,"2 - 2015",15.049,"Caracas","Ingeniería Mecánica"
"1300",31,2015,88.668,"2 - 2015",17.195,"Caracas","Ingeniería Mecánica"
"1301",32,2015,88.634,"2 - 2015",15.902,"Caracas","Ingeniería Mecánica"
"1302",33,2015,88.584,"2 - 2015",17.146,"Caracas","Ingeniería Mecánica"
"1303",34,2015,88.536,"2 - 2015",15.293,"Caracas","Ingeniería Mecánica"
"1304",35,2013,88.479,"2 - 2015",14.897,"Caracas","Ingeniería Mecánica"
"1305",36,2015,88.367,"2 - 2015",15.878,"Caracas","Ingeniería Mecánica"
"1306",37,2015,88.297,"2 - 2015",16,"Caracas","Ingeniería Mecánica"
"1307",38,2015,88.255,"2 - 2015",16.098,"Caracas","Ingeniería Mecánica"
"1308",39,2015,88.24,"2 - 2015",17.512,"Caracas","Ingeniería Mecánica"
"1309",40,2015,88.08,"2 - 2015",19.073,"Caracas","Ingeniería Mecánica"
"1310",41,2015,88.046,"2 - 2015",15.143,"Caracas","Ingeniería Mecánica"
"1311",42,2015,88.009,"2 - 2015",16.512,"Caracas","Ingeniería Mecánica"
"1312",43,2015,87.835,"2 - 2015",16.268,"Caracas","Ingeniería Mecánica"
"1313",44,2015,87.827,"2 - 2015",16.073,"Caracas","Ingeniería Mecánica"
"1314",45,2015,87.818,"2 - 2015",14.951,"Caracas","Ingeniería Mecánica"
"1315",46,2015,87.779,"2 - 2015",17.537,"Caracas","Ingeniería Mecánica"
"1316",47,2015,87.699,"2 - 2015",16.927,"Caracas","Ingeniería Mecánica"
"1317",48,2015,87.689,"2 - 2015",16.049,"Caracas","Ingeniería Mecánica"
"1318",49,2015,87.635,"2 - 2015",14.814,"Caracas","Ingeniería Mecánica"
"1319",50,2015,87.63,"2 - 2015",16.683,"Caracas","Ingeniería Mecánica"
"1320",51,2015,87.626,"2 - 2015",17.512,"Caracas","Ingeniería Mecánica"
"1321",52,2013,87.577,"2 - 2015",15.171,"Caracas","Ingeniería Mecánica"
"1322",53,2015,87.529,"2 - 2015",16.098,"Caracas","Ingeniería Mecánica"
"1323",54,1997,87.515,"2 - 2015",15.975,"Caracas","Ingeniería Mecánica"
"1324",55,2015,87.502,"2 - 2015",18.341,"Caracas","Ingeniería Mecánica"
"1325",56,2015,87.468,"2 - 2015",17.262,"Caracas","Ingeniería Mecánica"
"1326",57,2015,87.376,"2 - 2015",18.171,"Caracas","Ingeniería Mecánica"
"1327",58,2015,87.354,"2 - 2015",15.333,"Caracas","Ingeniería Mecánica"
"1328",59,2015,87.34,"2 - 2015",14.524,"Caracas","Ingeniería Mecánica"
"1329",60,2015,87.321,"2 - 2015",16.61,"Caracas","Ingeniería Mecánica"
"1330",61,2015,87.316,"2 - 2015",17.244,"Caracas","Ingeniería Mecánica"
"1331",62,2015,87.3,"2 - 2015",16.024,"Caracas","Ingeniería Mecánica"
"1332",63,2015,87.256,"2 - 2015",17.024,"Caracas","Ingeniería Mecánica"
"1333",64,2015,87.232,"2 - 2015",14.683,"Caracas","Ingeniería Mecánica"
"1334",65,2015,87.205,"2 - 2015",14.756,"Caracas","Ingeniería Mecánica"
"1335",66,2015,87.148,"2 - 2015",14.78,"Caracas","Ingeniería Mecánica"
"1336",67,2015,87.075,"2 - 2015",16.244,"Caracas","Ingeniería Mecánica"
"1337",68,2014,87.06,"2 - 2015",15.366,"Caracas","Ingeniería Mecánica"
"1338",69,2014,86.962,"2 - 2015",14.138,"Caracas","Ingeniería Mecánica"
"1339",70,2015,86.926,"2 - 2015",16.976,"Caracas","Ingeniería Mecánica"
"1340",71,2015,86.914,"2 - 2015",16.537,"Caracas","Ingeniería Mecánica"
"1341",72,2015,86.81,"2 - 2015",14.512,"Caracas","Ingeniería Mecánica"
"1342",73,2015,86.796,"2 - 2015",17.512,"Caracas","Ingeniería Mecánica"
"1343",74,2009,86.783,"2 - 2015",17.619,"Caracas","Ingeniería Mecánica"
"1344",75,2012,86.771,"2 - 2015",15.775,"Caracas","Ingeniería Mecánica"
"1345",76,2015,86.755,"2 - 2015",17.585,"Caracas","Ingeniería Mecánica"
"1346",77,2013,86.729,"2 - 2015",14.805,"Caracas","Ingeniería Mecánica"
"1347",78,2015,86.724,"2 - 2015",13.902,"Caracas","Ingeniería Mecánica"
"1348",79,2015,86.709,"2 - 2015",15.683,"Caracas","Ingeniería Mecánica"
"1349",80,2015,86.699,"2 - 2015",16.341,"Caracas","Ingeniería Mecánica"
"1350",81,2015,86.697,"2 - 2015",16.732,"Caracas","Ingeniería Mecánica"
"1351",82,2015,86.678,"2 - 2015",18.756,"Caracas","Ingeniería Mecánica"
"1352",83,2015,86.635,"2 - 2015",14.244,"Caracas","Ingeniería Mecánica"
"1353",84,2015,86.627,"2 - 2015",15.512,"Caracas","Ingeniería Mecánica"
"1354",85,2015,86.623,"2 - 2015",15.268,"Caracas","Ingeniería Mecánica"
"1355",86,2013,86.622,"2 - 2015",15.463,"Caracas","Ingeniería Mecánica"
"1356",87,2015,86.616,"2 - 2015",15.78,"Caracas","Ingeniería Mecánica"
"1357",88,2015,86.611,"2 - 2015",17.39,"Caracas","Ingeniería Mecánica"
"1358",1,2015,95.569,"2 - 2015",18.575,"Caracas","Ingeniería Química"
"1359",2,2015,94.954,"2 - 2015",19.463,"Caracas","Ingeniería Química"
"1360",3,2015,93.987,"2 - 2015",17.829,"Caracas","Ingeniería Química"
"1361",4,2015,93.306,"2 - 2015",17.122,"Caracas","Ingeniería Química"
"1362",5,2015,92.946,"2 - 2015",19.415,"Caracas","Ingeniería Química"
"1363",6,2015,92.622,"2 - 2015",18.659,"Caracas","Ingeniería Química"
"1364",7,2015,92.303,"2 - 2015",18.195,"Caracas","Ingeniería Química"
"1365",8,2014,91.518,"2 - 2015",16.805,"Caracas","Ingeniería Química"
"1366",9,2015,91.325,"2 - 2015",17.098,"Caracas","Ingeniería Química"
"1367",10,2010,91.304,"2 - 2015",18.171,"Caracas","Ingeniería Química"
"1368",11,2011,91.197,"2 - 2015",17.098,"Caracas","Ingeniería Química"
"1369",12,2015,90.915,"2 - 2015",19.415,"Caracas","Ingeniería Química"
"1370",13,2015,90.823,"2 - 2015",17.585,"Caracas","Ingeniería Química"
"1371",14,2015,90.717,"2 - 2015",17.561,"Caracas","Ingeniería Química"
"1372",15,2008,90.714,"2 - 2015",15.756,"Caracas","Ingeniería Química"
"1373",16,2015,90.708,"2 - 2015",18.39,"Caracas","Ingeniería Química"
"1374",17,2015,90.331,"2 - 2015",17.707,"Caracas","Ingeniería Química"
"1375",18,2015,90.224,"2 - 2015",18,"Caracas","Ingeniería Química"
"1376",19,2011,90.179,"2 - 2015",15.951,"Caracas","Ingeniería Química"
"1377",20,2014,90.09,"2 - 2015",17.927,"Caracas","Ingeniería Química"
"1378",21,2014,89.829,"2 - 2015",16.341,"Caracas","Ingeniería Química"
"1379",22,2015,89.826,"2 - 2015",16.098,"Caracas","Ingeniería Química"
"1380",23,2015,89.685,"2 - 2015",18.732,"Caracas","Ingeniería Química"
"1381",24,2015,89.661,"2 - 2015",18.415,"Caracas","Ingeniería Química"
"1382",25,2015,89.59,"2 - 2015",17.073,"Caracas","Ingeniería Química"
"1383",26,2015,89.571,"2 - 2015",18.098,"Caracas","Ingeniería Química"
"1384",27,2015,89.56,"2 - 2015",16.146,"Caracas","Ingeniería Química"
"1385",28,2015,89.464,"2 - 2015",16.488,"Caracas","Ingeniería Química"
"1386",29,2015,89.306,"2 - 2015",16.951,"Caracas","Ingeniería Química"
"1387",30,2013,89.127,"2 - 2015",17.756,"Caracas","Ingeniería Química"
"1388",31,2015,89.109,"2 - 2015",17.581,"Caracas","Ingeniería Química"
"1389",32,2015,89.073,"2 - 2015",15.561,"Caracas","Ingeniería Química"
"1390",33,2015,89.036,"2 - 2015",17.415,"Caracas","Ingeniería Química"
"1391",34,2015,88.942,"2 - 2015",18.659,"Caracas","Ingeniería Química"
"1392",35,2013,88.922,"2 - 2015",15.707,"Caracas","Ingeniería Química"
"1393",36,2015,88.895,"2 - 2015",16.22,"Caracas","Ingeniería Química"
"1394",37,2015,88.893,"2 - 2015",16.829,"Caracas","Ingeniería Química"
"1395",38,2015,88.791,"2 - 2015",16.878,"Caracas","Ingeniería Química"
"1396",39,2015,88.682,"2 - 2015",18.756,"Caracas","Ingeniería Química"
"1397",40,2006,88.665,"2 - 2015",15.683,"Caracas","Ingeniería Química"
"1398",41,2015,88.61,"2 - 2015",17.512,"Caracas","Ingeniería Química"
"1399",42,2015,88.572,"2 - 2015",15.61,"Caracas","Ingeniería Química"
"1400",43,2015,88.489,"2 - 2015",18.512,"Caracas","Ingeniería Química"
"1401",44,2015,88.452,"2 - 2015",18.244,"Caracas","Ingeniería Química"
"1402",45,2015,88.323,"2 - 2015",18.098,"Caracas","Ingeniería Química"
"1403",46,2015,88.317,"2 - 2015",17.366,"Caracas","Ingeniería Química"
"1404",47,2015,88.307,"2 - 2015",17.024,"Caracas","Ingeniería Química"
"1405",48,2015,88.298,"2 - 2015",17.098,"Caracas","Ingeniería Química"
"1406",49,2015,88.283,"2 - 2015",17.073,"Caracas","Ingeniería Química"
"1407",50,2011,88.223,"2 - 2015",18.146,"Caracas","Ingeniería Química"
"1408",51,2015,88.214,"2 - 2015",18.122,"Caracas","Ingeniería Química"
"1409",52,2013,88.048,"2 - 2015",15.481,"Caracas","Ingeniería Química"
"1410",53,2015,88.037,"2 - 2015",17.073,"Caracas","Ingeniería Química"
"1411",54,2015,88.035,"2 - 2015",15.854,"Caracas","Ingeniería Química"
"1412",55,2013,88.01,"2 - 2015",16.951,"Caracas","Ingeniería Química"
"1413",56,2015,87.99,"2 - 2015",19.756,"Caracas","Ingeniería Química"
"1414",57,2015,87.977,"2 - 2015",19.643,"Caracas","Ingeniería Química"
"1415",58,2011,87.883,"2 - 2015",18.674,"Caracas","Ingeniería Química"
"1416",59,2015,87.876,"2 - 2015",18.463,"Caracas","Ingeniería Química"
"1417",60,2011,87.821,"2 - 2015",16.488,"Caracas","Ingeniería Química"
"1418",61,2012,87.767,"2 - 2015",15.61,"Caracas","Ingeniería Química"
"1419",62,2015,87.716,"2 - 2015",16.049,"Caracas","Ingeniería Química"
"1420",63,2015,87.645,"2 - 2015",18.711,"Caracas","Ingeniería Química"
"1421",64,2015,87.633,"2 - 2015",18.171,"Caracas","Ingeniería Química"
"1422",65,2015,87.633,"2 - 2015",16.073,"Caracas","Ingeniería Química"
"1423",66,2015,87.605,"2 - 2015",15.683,"Caracas","Ingeniería Química"
"1424",67,2015,87.595,"2 - 2015",16.122,"Caracas","Ingeniería Química"
"1425",68,2015,87.565,"2 - 2015",18.146,"Caracas","Ingeniería Química"
"1426",69,2015,87.557,"2 - 2015",16.619,"Caracas","Ingeniería Química"
"1427",70,2015,87.415,"2 - 2015",16.195,"Caracas","Ingeniería Química"
"1428",71,2015,87.344,"2 - 2015",16.146,"Caracas","Ingeniería Química"
"1429",72,2015,87.3,"2 - 2015",17.78,"Caracas","Ingeniería Química"
"1430",73,2015,87.275,"2 - 2015",17.854,"Caracas","Ingeniería Química"
"1431",74,2015,87.261,"2 - 2015",15.927,"Caracas","Ingeniería Química"
"1432",75,2014,87.222,"2 - 2015",15.78,"Caracas","Ingeniería Química"
"1433",76,2015,87.186,"2 - 2015",17.024,"Caracas","Ingeniería Química"
"1434",77,2015,87.163,"2 - 2015",18.077,"Caracas","Ingeniería Química"
"1435",78,2015,87.066,"2 - 2015",16.186,"Caracas","Ingeniería Química"
"1436",79,2014,87.02,"2 - 2015",16.8,"Caracas","Ingeniería Química"
"1437",80,2015,86.965,"2 - 2015",16.488,"Caracas","Ingeniería Química"
"1438",81,2015,86.963,"2 - 2015",16.439,"Caracas","Ingeniería Química"
"1439",82,2014,86.94,"2 - 2015",16.512,"Caracas","Ingeniería Química"
"1440",83,2015,86.924,"2 - 2015",19.317,"Caracas","Ingeniería Química"
"1441",84,2015,86.908,"2 - 2015",19.268,"Caracas","Ingeniería Química"
"1442",85,2015,86.908,"2 - 2015",14.951,"Caracas","Ingeniería Química"
"1443",86,2015,86.885,"2 - 2015",18.561,"Caracas","Ingeniería Química"
"1444",87,2006,86.829,"2 - 2015",18.537,"Caracas","Ingeniería Química"
"1445",88,2005,86.815,"2 - 2015",15.759,"Caracas","Ingeniería Química"
"1446",1,2015,91.517,"2 - 2015",17.463,"Caracas","Geoquímica"
"1447",2,2005,91.07,"2 - 2015",17.78,"Caracas","Geoquímica"
"1448",3,2013,90.714,"2 - 2015",17.512,"Caracas","Geoquímica"
"1449",4,2015,90.526,"2 - 2015",15.756,"Caracas","Geoquímica"
"1450",5,2015,90.243,"2 - 2015",18,"Caracas","Geoquímica"
"1451",6,2015,89.601,"2 - 2015",16.878,"Caracas","Geoquímica"
"1452",7,2015,89.469,"2 - 2015",16.39,"Caracas","Geoquímica"
"1453",8,2015,89.429,"2 - 2015",16.049,"Caracas","Geoquímica"
"1454",9,2015,89.321,"2 - 2015",18.098,"Caracas","Geoquímica"
"1455",10,2015,89.287,"2 - 2015",17.195,"Caracas","Geoquímica"
"1456",11,2015,89.069,"2 - 2015",16.048,"Caracas","Geoquímica"
"1457",12,2015,89.008,"2 - 2015",18.049,"Caracas","Geoquímica"
"1458",13,2015,88.999,"2 - 2015",16.45,"Caracas","Geoquímica"
"1459",14,2013,88.986,"2 - 2015",17.805,"Caracas","Geoquímica"
"1460",15,2015,88.952,"2 - 2015",19.439,"Caracas","Geoquímica"
"1461",16,2015,88.923,"2 - 2015",19.244,"Caracas","Geoquímica"
"1462",17,2015,88.911,"2 - 2015",17.595,"Caracas","Geoquímica"
"1463",18,2013,88.585,"2 - 2015",17.341,"Caracas","Geoquímica"
"1464",19,2015,88.564,"2 - 2015",18.537,"Caracas","Geoquímica"
"1465",20,2015,88.462,"2 - 2015",18.366,"Caracas","Geoquímica"
"1466",21,2015,88.439,"2 - 2015",18.244,"Caracas","Geoquímica"
"1467",22,2015,88.435,"2 - 2015",16.634,"Caracas","Geoquímica"
"1468",23,2015,88.374,"2 - 2015",17.244,"Caracas","Geoquímica"
"1469",24,2015,88.144,"2 - 2015",16,"Caracas","Geoquímica"
"1470",25,2015,88.081,"2 - 2015",17.683,"Caracas","Geoquímica"
"1471",26,2015,88.08,"2 - 2015",17.22,"Caracas","Geoquímica"
"1472",27,2015,87.924,"2 - 2015",16.049,"Caracas","Geoquímica"
"1473",28,2015,87.724,"2 - 2015",17.814,"Caracas","Geoquímica"
"1474",29,2015,87.656,"2 - 2015",17.366,"Caracas","Geoquímica"
"1475",30,2015,87.52,"2 - 2015",17.39,"Caracas","Geoquímica"
"1476",31,2015,87.458,"2 - 2015",15.829,"Caracas","Geoquímica"
"1477",32,2015,87.358,"2 - 2015",18.098,"Caracas","Geoquímica"
"1478",33,2014,87.264,"2 - 2015",14.939,"Caracas","Geoquímica"
"1479",34,2015,87.252,"2 - 2015",16.488,"Caracas","Geoquímica"
"1480",35,2015,87.241,"2 - 2015",16,"Caracas","Geoquímica"
"1481",36,2014,87.217,"2 - 2015",15.878,"Caracas","Geoquímica"
"1482",37,2015,87.188,"2 - 2015",17.951,"Caracas","Geoquímica"
"1483",38,2015,87.12,"2 - 2015",17.073,"Caracas","Geoquímica"
"1484",39,2015,87.032,"2 - 2015",17.805,"Caracas","Geoquímica"
"1485",40,2015,86.985,"2 - 2015",19.683,"Caracas","Geoquímica"
"1486",41,2015,86.965,"2 - 2015",16.512,"Caracas","Geoquímica"
"1487",42,2014,86.761,"2 - 2015",16.878,"Caracas","Geoquímica"
"1488",43,2015,86.752,"2 - 2015",15.171,"Caracas","Geoquímica"
"1489",44,2015,86.711,"2 - 2015",16.512,"Caracas","Geoquímica"
"1490",45,2015,86.708,"2 - 2015",15.317,"Caracas","Geoquímica"
"1491",46,2015,86.705,"2 - 2015",17.561,"Caracas","Geoquímica"
"1492",47,2015,86.655,"2 - 2015",16.951,"Caracas","Geoquímica"
"1493",48,2015,86.643,"2 - 2015",18.659,"Caracas","Geoquímica"
"1494",49,2015,86.589,"2 - 2015",16.829,"Caracas","Geoquímica"
"1495",50,2015,86.498,"2 - 2015",16.878,"Caracas","Geoquímica"
"1496",51,2015,86.428,"2 - 2015",15.683,"Caracas","Geoquímica"
"1497",52,2014,86.378,"2 - 2015",17.317,"Caracas","Geoquímica"
"1498",53,2015,86.302,"2 - 2015",15.293,"Caracas","Geoquímica"
"1499",54,2015,86.298,"2 - 2015",14.61,"Caracas","Geoquímica"
"1500",55,2013,86.197,"2 - 2015",17.878,"Caracas","Geoquímica"
"1501",1,2015,94.29,"2 - 2015",17.244,"Caracas","Ingeniería Civil"
"1502",2,2015,94.116,"2 - 2015",17.024,"Caracas","Ingeniería Civil"
"1503",3,2015,93.898,"2 - 2015",17.146,"Caracas","Ingeniería Civil"
"1504",4,2015,93.876,"2 - 2015",16.78,"Caracas","Ingeniería Civil"
"1505",5,2015,93.544,"2 - 2015",16.69,"Caracas","Ingeniería Civil"
"1506",6,2015,93.241,"2 - 2015",16.683,"Caracas","Ingeniería Civil"
"1507",7,2010,93.145,"2 - 2015",16.976,"Caracas","Ingeniería Civil"
"1508",8,2015,92.736,"2 - 2015",16.381,"Caracas","Ingeniería Civil"
"1509",9,2008,92.679,"2 - 2015",16.756,"Caracas","Ingeniería Civil"
"1510",10,2015,92.626,"2 - 2015",18.238,"Caracas","Ingeniería Civil"
"1511",11,2014,92.556,"2 - 2015",18.595,"Caracas","Ingeniería Civil"
"1512",12,2015,92.476,"2 - 2015",18.366,"Caracas","Ingeniería Civil"
"1513",13,2015,92.463,"2 - 2015",16.561,"Caracas","Ingeniería Civil"
"1514",14,2015,92.238,"2 - 2015",18,"Caracas","Ingeniería Civil"
"1515",15,2015,92.164,"2 - 2015",15.463,"Caracas","Ingeniería Civil"
"1516",16,2015,92.046,"2 - 2015",15.854,"Caracas","Ingeniería Civil"
"1517",17,2015,91.972,"2 - 2015",17.537,"Caracas","Ingeniería Civil"
"1518",18,2015,91.456,"2 - 2015",17.244,"Caracas","Ingeniería Civil"
"1519",19,2015,91.347,"2 - 2015",16.341,"Caracas","Ingeniería Civil"
"1520",20,2015,91.211,"2 - 2015",17.902,"Caracas","Ingeniería Civil"
"1521",21,2007,91.115,"2 - 2015",17.317,"Caracas","Ingeniería Civil"
"1522",22,2015,91.063,"2 - 2015",17.78,"Caracas","Ingeniería Civil"
"1523",23,2015,91.047,"2 - 2015",17.756,"Caracas","Ingeniería Civil"
"1524",24,2015,91.016,"2 - 2015",16.366,"Caracas","Ingeniería Civil"
"1525",25,2015,90.966,"2 - 2015",16.244,"Caracas","Ingeniería Civil"
"1526",26,2015,90.938,"2 - 2015",16.756,"Caracas","Ingeniería Civil"
"1527",27,2015,90.896,"2 - 2015",16.171,"Caracas","Ingeniería Civil"
"1528",28,2015,90.807,"2 - 2015",16.829,"Caracas","Ingeniería Civil"
"1529",29,2015,90.77,"2 - 2015",18.878,"Caracas","Ingeniería Civil"
"1530",30,2012,90.674,"2 - 2015",18.805,"Caracas","Ingeniería Civil"
"1531",31,2015,90.612,"2 - 2015",18.548,"Caracas","Ingeniería Civil"
"1532",32,2015,90.602,"2 - 2015",18.122,"Caracas","Ingeniería Civil"
"1533",33,2015,90.474,"2 - 2015",16.585,"Caracas","Ingeniería Civil"
"1534",34,2015,90.429,"2 - 2015",15.22,"Caracas","Ingeniería Civil"
"1535",35,2015,90.262,"2 - 2015",15.756,"Caracas","Ingeniería Civil"
"1536",36,2015,90.242,"2 - 2015",19.805,"Caracas","Ingeniería Civil"
"1537",37,2015,90.24,"2 - 2015",19.78,"Caracas","Ingeniería Civil"
"1538",38,2015,90.115,"2 - 2015",16.116,"Caracas","Ingeniería Civil"
"1539",39,2015,89.973,"2 - 2015",16.78,"Caracas","Ingeniería Civil"
"1540",40,2015,89.968,"2 - 2015",17.512,"Caracas","Ingeniería Civil"
"1541",41,2015,89.884,"2 - 2015",17.561,"Caracas","Ingeniería Civil"
"1542",42,2015,89.747,"2 - 2015",15.463,"Caracas","Ingeniería Civil"
"1543",43,2015,89.69,"2 - 2015",17.463,"Caracas","Ingeniería Civil"
"1544",44,2015,89.632,"2 - 2015",17.415,"Caracas","Ingeniería Civil"
"1545",45,2015,89.579,"2 - 2015",16.293,"Caracas","Ingeniería Civil"
"1546",46,2009,89.567,"2 - 2015",17.35,"Caracas","Ingeniería Civil"
